Date,Last,Open,Max,Min,Volume, variation (%)
20.07.2023,9519.6,9445.1,9539.5,9444,108.48,0.72
21.07.2023,9571.5,9521,9571.5,9481.2,114.9,0.55
24.07.2023,9543.5,9417,9543.5,9401,121.34,-0.29
25.07.2023,9519.2,9534,9542.8,9497.8,86.43,-0.25
26.07.2023,9600.5,9515.9,9604.1,9489.6,164.64,0.85
27.07.2023,9694.7,9646.3,9715.1,9611.8,203.88,0.98
28.07.2023,9685.1,9682.2,9741.9,9674.1,222.14,-0.1
31.07.2023,9641.5,9675.9,9688.3,9641.5,160.13,-0.45
01.08.2023,9502.9,9639.9,9657.2,9491.7,136.37,-1.44
02.08.2023,9328.7,9409.5,9424.4,9311,223.09,-1.83
03.08.2023,9307.1,9291,9341.9,9244.3,139.65,-0.23
04.08.2023,9368.4,9333.9,9377.6,9278.9,111.01,0.66
07.08.2023,9358.6,9346.1,9369.4,9273.5,80.69,-0.1
08.08.2023,9301.8,9292.1,9361.3,9213.6,136.46,-0.61
09.08.2023,9354.4,9403.5,9420.8,9334.3,88.36,0.57
10.08.2023,9502.2,9404.8,9522.9,9396.7,109.2,1.58
11.08.2023,9434.3,9476.7,9493.9,9415.4,80.02,-0.71
14.08.2023,9429.6,9423.7,9471.7,9399.6,71.42,-0.05
15.08.2023,9347.5,9427.5,9435.1,9305.9,63.98,-0.87
16.08.2023,9350.5,9318.1,9404,9313.2,60.76,0.03
17.08.2023,9278,9312.8,9356.4,9270.3,83.01,-0.78
18.08.2023,9267.7,9250,9273.8,9192.7,93.68,-0.11
21.08.2023,9262.8,9268.6,9367.6,9239.4,72.51,-0.05
22.08.2023,9314,9310.7,9370.7,9302.9,66.06,0.55
23.08.2023,9315.6,9333.8,9395.4,9292.1,74.92,0.02
24.08.2023,9324.7,9385.9,9415.5,9321.5,67.8,0.1
25.08.2023,9338.9,9308.7,9414.2,9304.4,75.15,0.15
28.08.2023,9490.1,9398.1,9524.9,9397.7,73.88,1.62
29.08.2023,9581.2,9513.3,9592.7,9491.1,106.62,0.96
30.08.2023,9551.1,9595.9,9614.7,9531.9,99.87,-0.31
31.08.2023,9505.9,9557.9,9606.2,9505.9,212.3,-0.47
01.09.2023,9449.6,9513.9,9552.9,9449.6,108.27,-0.59
04.09.2023,9416.3,9486.7,9515,9396.2,69.16,-0.35
05.09.2023,9392,9397.9,9449.6,9353.2,87.07,-0.26
06.09.2023,9314.4,9380.5,9382,9289.3,139.46,-0.83
07.09.2023,9310,9288.8,9379.9,9277.8,112.16,-0.05
08.09.2023,9364.6,9358.2,9372.3,9238.5,92.06,0.59
11.09.2023,9435.2,9403.4,9457.9,9367.3,85.73,0.75
12.09.2023,9455.4,9454.9,9501.7,9448,107.66,0.21
13.09.2023,9424.1,9437,9448.3,9330.6,105.25,-0.33
14.09.2023,9549,9422.4,9563.1,9380,134,1.33
15.09.2023,9549.7,9605.6,9642,9524.7,348.28,0.01
18.09.2023,9482.1,9538.4,9553.9,9455.3,109.94,-0.71
19.09.2023,9527.2,9460.5,9550.1,9458.5,88.18,0.48
20.09.2023,9645.8,9550.2,9672.2,9539.1,125.81,1.24
21.09.2023,9548.9,9585.6,9606.8,9475.2,120.72,-1
22.09.2023,9502,9496.1,9542.6,9477,100.12,-0.49
25.09.2023,9386,9468.8,9523.9,9337.7,107.47,-1.22
26.09.2023,9366.9,9326.8,9405.4,9307.1,121.93,-0.2
27.09.2023,9331.9,9363.5,9420.9,9311.8,106.34,-0.37
28.09.2023,9426.8,9343.8,9442.3,9311.5,171.53,1.02
29.09.2023,9428,9458.7,9508.3,9423,139.26,0.01
02.10.2023,9319,9448.4,9495.1,9299.4,157.52,-1.16
03.10.2023,9165.5,9283.5,9369.6,9164,142.88,-1.65
04.10.2023,9102.9,9136.5,9186.4,9077.6,139.57,-0.68
05.10.2023,9157.7,9157.7,9193.3,9096,114.92,0.6
06.10.2023,9235.8,9180.9,9235.8,9110.4,122.39,0.85
09.10.2023,9151.3,9180.6,9223,9111.8,135.29,-0.91
10.10.2023,9352.1,9220.3,9371.9,9217.9,129.14,2.19
11.10.2023,9360.4,9302,9381.7,9297.5,108.81,0.09
12.10.2023,9336,9403.1,9434.5,9322,94.38,-0.26
13.10.2023,9232.9,9316.2,9363.4,9223.8,143.09,-1.1
16.10.2023,9287.1,9244.3,9306,9174.2,105.25,0.59
17.10.2023,9298.5,9264.8,9323.4,9219.5,79.83,0.12
18.10.2023,9212.7,9278.5,9305.7,9202.5,108.13,-0.92
19.10.2023,9146.8,9175.8,9189.7,9101.1,143.37,-0.72
20.10.2023,9029.1,9065.5,9098.3,9021.8,230.89,-1.29
23.10.2023,8995.5,9028.9,9037,8920.7,139.16,-0.37
24.10.2023,8975.8,9004,9029,8950.8,162.19,-0.22
25.10.2023,8984.8,8960.7,9000.8,8898,149.18,0.1
26.10.2023,8962.8,8924,8978.5,8879.3,164.23,-0.24
27.10.2023,8918.3,9016.1,9037.3,8904.1,178.44,-0.5
30.10.2023,9013.9,8953.9,9048.4,8945.9,164.43,1.07
31.10.2023,9017.3,8980.1,9084.9,8959.6,189.06,0.04
01.11.2023,9075,9039.9,9093.3,8999.8,121.7,0.64
02.11.2023,9260.4,9122.2,9278.1,9101.9,152.58,2.04
03.11.2023,9293.9,9294.7,9339.8,9249.6,152.57,0.36
06.11.2023,9241.5,9297.4,9313.6,9224.7,114.37,-0.56
07.11.2023,9235.9,9209.2,9279.8,9201.3,113.9,-0.06
08.11.2023,9283.8,9203.6,9326.5,9200.3,146.54,0.52
09.11.2023,9405.2,9293.2,9420.2,9291.2,133.34,1.31
10.11.2023,9371.7,9364.5,9415.2,9329.3,122.58,-0.36
13.11.2023,9461.7,9415.9,9463.3,9401,142.3,0.96
14.11.2023,9623.3,9489.3,9636.6,9471.8,171.92,1.71
15.11.2023,9640.7,9634.5,9684.9,9604,161.16,0.18
16.11.2023,9667.4,9654.6,9710.4,9652.5,132.37,0.28
17.11.2023,9761.4,9696.8,9774.7,9693.6,249.66,0.97
20.11.2023,9839,9760.9,9857,9759.7,144.06,0.79
21.11.2023,9827.5,9830.4,9858.4,9801.7,141.83,-0.12
22.11.2023,9887.4,9853.4,9897.2,9847.1,125.07,0.61
23.11.2023,9905.5,9891,9921.1,9873.9,111.6,0.18
24.11.2023,9939,9907.9,9957.3,9901.9,93.31,0.34
27.11.2023,9936.1,9925.9,9983.9,9925.8,112.1,-0.03
28.11.2023,10003.4,9924.6,10014.3,9919.5,118.65,0.68
29.11.2023,10062.6,10027.7,10097.9,10018.4,129.37,0.59
30.11.2023,10058.2,10082.4,10103.8,10053.8,252.84,-0.04
01.12.2023,10140.8,10084.5,10140.8,10080.9,117.75,0.82
04.12.2023,10178.3,10139.1,10201.7,10135.8,105.5,0.37
05.12.2023,10238.4,10177,10262.9,10166.1,137.17,0.59
06.12.2023,10258.1,10266.1,10301.3,10229.7,134.3,0.19
07.12.2023,10146,10225.4,10246.7,10113.9,210.7,-1.09
08.12.2023,10223.4,10155.1,10229.2,10139.4,139.11,0.76
11.12.2023,10198,10220.1,10226.6,10178.2,140.39,-0.25
12.12.2023,10118.7,10184.1,10198.4,10111.4,145.12,-0.78
13.12.2023,10096.1,10116,10158.7,10077,142.96,-0.22
14.12.2023,10171.7,10224.6,10257.8,10124.1,255.85,0.75
15.12.2023,10095.6,10194.9,10200.8,10050.7,330.24,-0.75
18.12.2023,10054.9,10064.4,10125.8,10039.3,134.02,-0.4
19.12.2023,10106.7,10054.1,10123.1,10023.8,115.24,0.52
20.12.2023,10101,10151.2,10158.2,10037.5,146.8,-0.06
21.12.2023,10104.3,10068.6,10108.5,10063.3,84.14,0.03
22.12.2023,10111.9,10094.2,10143.1,10081,91.97,0.08
25.12.2023,10111.9,10094.2,10143.1,10081,91.97,0
26.12.2023,10111.9,10094.2,10143.1,10081,91.97,0
27.12.2023,10121.8,10096.1,10146.8,10077.9,130.95,0.1
28.12.2023,10086.2,10124,10136.3,10074.6,95.15,-0.35
29.12.2023,10102.1,10092.2,10143.6,10090.9,101.94,0.16
02.01.2024,10182.1,10161.3,10287.9,10122.4,137.05,0.79
03.01.2024,10053.4,10183.2,10209.8,10038.1,136.61,-1.26
04.01.2024,10182.4,10070,10190.8,10067.5,110.89,1.28
05.01.2024,10164.5,10128.5,10192,10061.2,145.04,-0.18
08.01.2024,10209,10142.3,10209,10079.3,110.11,0.44
09.01.2024,10060.3,10158,10181.9,9994,157.19,-1.46
10.01.2024,10067.1,10052.7,10079.8,10017.8,136.82,0.07
11.01.2024,10004.9,10110.4,10151.8,10004.9,134.22,-0.62
12.01.2024,10094.8,10024.4,10134.7,10023.8,134.25,0.9
15.01.2024,10076.9,10119.3,10135.3,10048.6,87.93,-0.18
16.01.2024,9994.1,10021.4,10024.3,9955,138.28,-0.82
17.01.2024,9867.8,9914,9916.8,9826.6,133.88,-1.26
18.01.2024,9880.3,9877.5,9901.5,9798.8,134.13,0.13
19.01.2024,9858.3,9918.6,9931,9823.7,146.59,-0.22
22.01.2024,9968.1,9915.4,9980.8,9903.2,105.12,1.11
23.01.2024,9859.2,9984.3,10000.6,9845.1,119.17,-1.09
24.01.2024,9974,9899.2,9974,9892.8,126.37,1.16
25.01.2024,9916.6,9941.7,9941.7,9863.8,162.81,-0.58
26.01.2024,9936.6,9918,9973,9910.1,107.71,0.2
29.01.2024,9890.3,9939.5,9944,9864.2,112.77,-0.47
30.01.2024,10039.3,9906.5,10050.7,9888.4,139.74,1.51
31.01.2024,10077.7,10064.8,10128,10042.8,171.87,0.38
01.02.2024,10014,10034,10149.6,9986.4,208.76,-0.63
02.02.2024,10062.5,10087.6,10132.8,10033.7,161.36,0.48
05.02.2024,9941.3,10047.4,10083.1,9928.6,187.04,-1.2
06.02.2024,10003,9988.2,10013.6,9941.6,148.02,0.62
07.02.2024,9888.2,9977.8,9985.9,9871.6,154.16,-1.15
08.02.2024,9905.4,9913.1,9952.4,9899.4,110.77,0.17
09.02.2024,9896.6,9907.3,9921.4,9857.4,153.14,-0.09
12.02.2024,9984.7,9939.1,9987,9929.3,95.62,0.89
13.02.2024,9925.4,9986.8,10004.1,9908.2,131,-0.59
14.02.2024,9916.6,9923.7,9991.5,9913.3,119.51,-0.09
15.02.2024,9927.3,9955,9963.9,9861.2,113.53,0.11
16.02.2024,9886.4,9977.4,9978.4,9841.6,126.33,-0.41
19.02.2024,9944.8,9885,9954.8,9878.3,87.43,0.59
20.02.2024,10038.2,9941.7,10048.3,9926.5,118.74,0.94
21.02.2024,10107.2,10051.2,10127.3,10031.5,105.19,0.69
22.02.2024,10138.9,10174.9,10196.4,10120.9,155.63,0.31
23.02.2024,10130.6,10123.5,10136.7,10064.3,108.88,-0.08
26.02.2024,10138.4,10126.2,10157.3,10102.5,104.52,0.08
27.02.2024,10113.8,10113.5,10125.3,10058.4,110.77,-0.24
28.02.2024,10068.6,10099.2,10127.1,10028.9,128.59,-0.45
29.02.2024,10001.3,10054.4,10095.7,10001,340.77,-0.67
01.03.2024,10064.7,10014.5,10108,10008.8,172.08,0.63
04.03.2024,10069.8,10071,10084.5,10035.6,125.1,0.05
05.03.2024,10117.1,10060.5,10121.7,10032.1,132.43,0.47
06.03.2024,10197.2,10114,10246.2,10105.5,182.07,0.79
07.03.2024,10319.6,10167.1,10359.2,10164.8,202.03,1.2
08.03.2024,10305.7,10330.6,10366.9,10304.2,168.06,-0.13
11.03.2024,10325.7,10275.9,10330.9,10268.9,149.09,0.19
12.03.2024,10388.9,10355.9,10403.2,10342.9,185.34,0.61
13.03.2024,10560.5,10435.5,10594.1,10431.8,169.5,1.65
14.03.2024,10490.5,10561.7,10606.9,10476.5,160.55,-0.66
15.03.2024,10597.9,10491.9,10640.8,10489.7,487.58,1.02
18.03.2024,10596.7,10602.9,10657,10576.6,145.58,-0.01
19.03.2024,10701.4,10602.9,10711.6,10589.8,138.36,0.99
20.03.2024,10752.5,10700.6,10752.5,10680.3,142.72,0.48
21.03.2024,10867.5,10821.4,10931.7,10817.9,186.54,1.07
22.03.2024,10943.2,10857.3,10963.9,10846.7,170.4,0.7
25.03.2024,10952.2,10917.1,10986,10911.5,131.5,0.08
26.03.2024,10991.5,10962.1,11008.5,10950.2,139.64,0.36
27.03.2024,11111.3,11001,11140.1,11000.8,181.42,1.09
28.03.2024,11074.6,11071,11105.6,11057.4,182.53,-0.33
29.03.2024,11074.6,11071,11105.6,11057.4,182.53,0
02.04.2024,10975.6,11037.4,11095.5,10953.9,157.05,-0.89
03.04.2024,11032.3,10983.4,11052.8,10959.4,143.75,0.52
04.04.2024,11090.9,11045.3,11111.2,11042,167.47,0.53
05.04.2024,10916,10964.3,11000.2,10879.9,198.55,-1.58
08.04.2024,10911.8,10863.1,10932.3,10846,125.83,-0.04
09.04.2024,10816,10909,10909.1,10809.5,139.5,-0.88
10.04.2024,10775,10868.2,10879.2,10697.4,149.23,-0.38
11.04.2024,10649.8,10762.6,10782.6,10591.4,183.04,-1.16
12.04.2024,10686,10706.5,10781.6,10660.7,154.05,0.34
15.04.2024,10687.2,10670.7,10750.2,10660.2,144.07,0.01
16.04.2024,10526.9,10561.4,10605.5,10499.2,169.5,-1.5
17.04.2024,10633.9,10531.3,10704.2,10530,120.12,1.02
18.04.2024,10765,10695,10776.3,10686.2,164.34,1.23
19.04.2024,10729.5,10681.2,10747.1,10611.9,204.55,-0.33
22.04.2024,10890.2,10806.8,10895.8,10783.9,140.9,1.5
23.04.2024,11075.4,10929.4,11080,10924.3,156.01,1.7
24.04.2024,11027.8,11104.3,11110,11005,138.5,-0.43
25.04.2024,10983.7,11048.3,11095,10887.4,306.29,-0.4
26.04.2024,11154.6,11048.5,11168.7,11037,188.58,1.56
29.04.2024,11100.8,11181.4,11228.3,11057.8,201.55,-0.48
30.04.2024,10854.4,11058.3,11089.8,10839.4,314.56,-2.22
02.05.2024,10872,10854.3,10920.1,10845.8,254.7,0.16
03.05.2024,10854.7,10904.9,10953.3,10820.5,204.83,-0.16
06.05.2024,10917.5,10878.9,10945.7,10847.1,142.16,0.58
07.05.2024,11080.9,10971.3,11089.8,10958,206.44,1.5
08.05.2024,11153,11106,11160,11076.1,206.76,0.65
09.05.2024,11050.1,11104.9,11121.9,11004.9,212.33,-0.92
10.05.2024,11105.5,11045.7,11137.7,11045.1,155.65,0.5
13.05.2024,11152,11104.8,11152,11073.9,106.34,0.42
14.05.2024,11239.3,11179.3,11246.3,11138.4,137.1,0.78
15.05.2024,11362.8,11260.9,11377.1,11260.3,159.47,1.1
16.05.2024,11299.3,11377,11385.7,11293.4,141.06,-0.56
17.05.2024,11327.7,11256,11343,11246.6,143.7,0.25
20.05.2024,11339.5,11332.6,11371.5,11312.5,90.52,0.1
21.05.2024,11334.9,11328.2,11371.3,11291.5,123.35,-0.04
22.05.2024,11329,11323.7,11354.1,11268.4,123.19,-0.05
23.05.2024,11311.1,11332.8,11360.2,11277,109.14,-0.16
24.05.2024,11246,11235.9,11261.6,11169.2,110.21,-0.58
27.05.2024,11325.5,11260,11325.5,11248.9,69.18,0.71
28.05.2024,11276,11337.9,11355.1,11240,96.44,-0.44
29.05.2024,11145.1,11239.7,11260.9,11135,121.73,-1.16
30.05.2024,11338.2,11126.5,11350.9,11125.3,127.54,1.73
31.05.2024,11322,11353,11361.2,11278.6,714.44,-0.14
03.06.2024,11397.2,11408.4,11452.9,11378,128.8,0.66
04.06.2024,11286.4,11385.8,11402.2,11213.2,198.26,-0.97
05.06.2024,11353.1,11380.3,11412.4,11323.6,119.49,0.59
06.06.2024,11444,11386,11450.9,11357.7,108.48,0.8
07.06.2024,11404.9,11448.2,11469.9,11350.7,119.98,-0.34
10.06.2024,11357.2,11374.6,11375.3,11286.9,104.8,-0.42
11.06.2024,11175.5,11376.5,11378.2,11113.6,132.15,-1.6
12.06.2024,11245.4,11209.9,11273.9,11167,138.54,0.63
13.06.2024,11066.1,11213.9,11241.2,11049.1,150.31,-1.59
14.06.2024,10992.3,11063,11078.1,10874.1,214.02,-0.67
17.06.2024,10959.5,11041.3,11082.6,10881.5,117.34,-0.3
18.06.2024,11067.7,11008.9,11071.1,10955.8,104.53,0.99
19.06.2024,11056.4,11073.5,11095.4,11033.2,103.71,-0.1
20.06.2024,11160.5,11067.6,11166.4,11041.5,93.1,0.94
21.06.2024,11032.3,11160.5,11161.6,10969.2,271.06,-1.15
24.06.2024,11172.1,11051.1,11182.6,11040.1,98.2,1.27
25.06.2024,11118.9,11190.2,11190.4,11068.7,94.46,-0.48
26.06.2024,11030.5,11154,11170.8,10985.8,98.07,-0.8
27.06.2024,10951.5,11014,11018.9,10930.9,100.88,-0.72
28.06.2024,10943.7,10989.2,11000.2,10913,119.33,-0.07
01.07.2024,11057,11086.1,11141.2,11010.9,115.36,1.04
02.07.2024,10912.8,10980.7,10984.1,10837.4,108.68,-1.3
03.07.2024,11056.8,10974.6,11061.4,10945.2,102.6,1.32
04.07.2024,11066.3,11015.1,11074.2,11014.2,89.57,0.09
05.07.2024,11023.5,11081,11100.9,10957.4,92.71,-0.39
08.07.2024,11022.1,11002.4,11108,10977.7,126.98,-0.01
09.07.2024,10898.8,10991,10992.9,10876.8,104.09,-1.12
10.07.2024,11071.6,10927,11071.6,10902.2,109.69,1.59
11.07.2024,11170,11112.8,11195.8,11048.6,111.9,0.89
12.07.2024,11250.6,11192.8,11264.8,11178.6,86.44,0.72
15.07.2024,11143,11225,11225.9,11143,82.09,-0.96
16.07.2024,11090.5,11079.8,11104.9,11026.5,86.48,-0.47
17.07.2024,11105.2,11076.9,11137.3,11015.8,87.45,0.13
18.07.2024,11147.5,11142.5,11221.1,11124.4,99.68,0.38
19.07.2024,11087.5,11104.5,11144.6,11051.1,126.06,-0.54
22.07.2024,11143.8,11146.6,11201.8,11103.7,117.99,0.51
23.07.2024,11212.7,11154.3,11221.8,11097.5,101.47,0.62
24.07.2024,11210.1,11170.8,11245.5,11154.4,128.81,-0.02
25.07.2024,11145.6,11132.7,11158.1,11012,120.03,-0.58
26.07.2024,11165.9,11102.5,11177.6,11068.7,86.56,0.18
29.07.2024,11117.8,11224.4,11254.2,11089.7,76.5,-0.43
30.07.2024,11202.6,11131,11226.2,11123.9,98.25,0.76
31.07.2024,11065,11222.7,11232.9,11026.8,156.9,-1.23
01.08.2024,10854.3,11050,11061.2,10822.1,134.96,-1.9
02.08.2024,10672.9,10763.3,10841.1,10641.8,187.82,-1.67
05.08.2024,10423.4,10407.6,10479.5,10298.7,206.6,-2.34
06.08.2024,10390.5,10449.9,10488.6,10308.9,133.07,-0.32
07.08.2024,10599,10481,10632.6,10413.7,126.39,2.01
08.08.2024,10558,10521.3,10577.3,10445.7,78.72,-0.39
09.08.2024,10638.5,10600.5,10687.7,10571.4,63.17,0.76
12.08.2024,10646.2,10681.1,10714.4,10611.4,61.52,0.07
13.08.2024,10723.8,10680.5,10730.7,10645.7,67.6,0.73
14.08.2024,10753,10768.8,10778,10720,56.77,0.27
15.08.2024,10885.6,10786.2,10889,10744.6,77.13,1.23
16.08.2024,10949.7,10904,10961.6,10891.7,68.79,0.59
19.08.2024,11102.5,10968.8,11112.4,10966.9,76.9,1.4
20.08.2024,11087.8,11130.5,11151.9,11056.5,68.43,-0.13
21.08.2024,11114.9,11080.8,11127.2,11066.3,66.68,0.24
22.08.2024,11156.3,11110.4,11207.5,11107.4,73.24,0.37
23.08.2024,11278.1,11183,11285.2,11178.7,76.13,1.09
26.08.2024,11265.5,11261.2,11301.9,11239.6,60.32,-0.11
27.08.2024,11326.9,11272,11328.1,11266.7,96.01,0.55
28.08.2024,11332,11351.2,11375.5,11308.1,78.99,0.05
29.08.2024,11358.6,11334.4,11398.8,11326.4,77.35,0.23
30.08.2024,11401.9,11372.7,11441.8,11371.6,199.32,0.38
02.09.2024,11395.3,11395.3,11422.4,11337.5,71.11,-0.06
03.09.2024,11279.2,11401.1,11429.4,11257.5,100.57,-1.02
04.09.2024,11213.9,11149.3,11238.3,11138.8,110.56,-0.58
05.09.2024,11273.5,11166.8,11317.3,11152.2,96.55,0.53
06.09.2024,11173,11238.4,11329.9,11157.2,108.7,-0.89
09.09.2024,11272.8,11222.1,11295,11214.5,76.64,0.89
10.09.2024,11203.5,11264.2,11369,11177,95.94,-0.61
11.09.2024,11278.9,11249.1,11334.9,11221.7,97.78,0.67
12.09.2024,11400.2,11397.3,11445.9,11336.9,101.21,1.08
13.09.2024,11540.2,11429.5,11569.1,11418.9,109.31,1.23
16.09.2024,11581,11518.2,11592.5,11510,81.42,0.35
17.09.2024,11703.4,11621.9,11753.9,11620.7,124.05,1.06
18.09.2024,11684.7,11699.2,11720.2,11664.3,96.28,-0.16
19.09.2024,11778.1,11799.6,11808.2,11710,129.91,0.8
20.09.2024,11753.3,11751.6,11826.7,11747.9,307.52,-0.21
23.09.2024,11797.9,11761,11836.3,11721,97.74,0.38
24.09.2024,11837,11851,11867,11759.5,86.97,0.33
25.09.2024,11792.6,11777.4,11856.9,11766.3,81.76,-0.38
26.09.2024,11953.2,11879,11975.8,11875.5,125.01,1.36
27.09.2024,11967.9,11933.3,12004.6,11933,129.7,0.12
30.09.2024,11877.3,11929,11971.8,11876,128.53,-0.76
01.10.2024,11673.5,11891.9,11897.6,11625.8,177.88,-1.72
02.10.2024,11609.8,11656.5,11675.5,11570.4,133.89,-0.55
03.10.2024,11618,11591.7,11664.3,11563.8,112.48,0.07
04.10.2024,11659.2,11615.2,11668.4,11594.4,131.35,0.35
07.10.2024,11717.5,11707.6,11781.2,11655.4,111.4,0.5
08.10.2024,11734.7,11637.9,11734.7,11606,90.59,0.15
09.10.2024,11741.5,11729.8,11745.5,11670.5,70.81,0.06
10.10.2024,11656.7,11731.4,11769.6,11589,93.71,-0.72
11.10.2024,11720,11647.6,11729.3,11636.7,73.63,0.54
14.10.2024,11850.9,11714.4,11850.9,11712.1,76.11,1.12
15.10.2024,11930.2,11884.4,11962.2,11864,113.97,0.67
16.10.2024,11996.7,11906.5,12024.1,11897.5,106.35,0.56
17.10.2024,11904.5,11999.3,12037.9,11904.5,95.91,-0.77
18.10.2024,11925.2,11871.9,11934.9,11821.6,135.86,0.17
21.10.2024,11841.1,11887.9,11932.1,11826.6,84.3,-0.71
22.10.2024,11832.7,11836,11840.2,11682.3,94.83,-0.07
23.10.2024,11865.2,11834.5,11887.1,11808.1,85.37,0.27
24.10.2024,11839.8,11859.8,11925.4,11839.2,86.01,-0.21
25.10.2024,11812.5,11831.5,11870,11782.2,86.78,-0.23
28.10.2024,11904,11863.9,11918.5,11817.2,90.06,0.77
29.10.2024,11795.3,11959,11962.5,11786.5,131.02,-0.91
30.10.2024,11715,11748.5,11754.5,11634.1,125.77,-0.68
31.10.2024,11672.6,11640.3,11717.3,11615.4,152.93,-0.36
01.11.2024,11843,11671.9,11851,11670.6,116.08,1.46
04.11.2024,11805.1,11823.2,11892.1,11805.1,118.54,-0.32
05.11.2024,11839.2,11779.5,11847.4,11769.7,106.57,0.29
06.11.2024,11495.3,11779.4,11794.7,11461.2,215.4,-2.9
07.11.2024,11570.1,11537.3,11623,11512.6,162.86,0.65
08.11.2024,11551.6,11552.3,11617.5,11515.6,162.9,-0.16
11.11.2024,11597.3,11644,11667.7,11593,98.36,0.4
12.11.2024,11382.6,11475.4,11550.6,11378.9,119.02,-1.85
13.11.2024,11377.1,11361.2,11442.4,11295,107.4,-0.05
14.11.2024,11524.3,11403.5,11536.2,11369,103.8,1.29
15.11.2024,11635.9,11478.8,11664.6,11472,125.5,0.97
18.11.2024,11674.8,11640.8,11674.8,11591.8,94.91,0.33
19.11.2024,11588.4,11672.6,11677,11428,135.96,-0.74
20.11.2024,11589.5,11643.3,11720.7,11548.6,105.32,0.01
21.11.2024,11611.7,11592.9,11631.7,11513.8,100.85,0.19
22.11.2024,11656.6,11633.7,11674,11520.9,158.6,0.39
25.11.2024,11711.8,11732.7,11767.6,11679.6,251.67,0.47
26.11.2024,11617.9,11619.8,11662.7,11575,106.15,-0.8
27.11.2024,11579.5,11596,11605,11486.1,109.15,-0.33
28.11.2024,11610.8,11615.7,11656.9,11600.7,79.73,0.27
29.11.2024,11641.3,11563.4,11657.1,11531,109.06,0.26
02.12.2024,11735.3,11581.4,11785,11577.8,92.36,0.81
03.12.2024,11873.6,11743.9,11889.2,11742.4,98.39,1.18
04.12.2024,11931.6,11890.3,11975.9,11890.1,99.57,0.49
05.12.2024,12118.7,11939.2,12128.8,11939.1,143.78,1.57
06.12.2024,12072,12106.4,12153.6,12059,83.93,-0.39
09.12.2024,12011.5,12091.4,12114.7,11999.4,88.3,-0.5
10.12.2024,11965.5,11981.8,12021.9,11965.5,92.53,-0.38
11.12.2024,11789.3,11944.9,11950.6,11771.9,106.11,-1.47
12.12.2024,11764.8,11778.1,11819.3,11741.8,122.24,-0.21
13.12.2024,11752.1,11768.1,11857.6,11744.3,95.01,-0.11
16.12.2024,11778.6,11733.8,11794.2,11721.4,104.56,0.23
17.12.2024,11588.1,11712.6,11738.5,11588.1,138.71,-1.62
18.12.2024,11617.9,11599.4,11669.6,11558.7,101.93,0.26
19.12.2024,11439.9,11423,11481.4,11401.7,138.52,-1.53
20.12.2024,11467.3,11373.7,11489.2,11310.5,246.52,0.24
23.12.2024,11435.7,11462.4,11474.9,11399.1,74.79,-0.28
24.12.2024,11473.9,11470,11485.7,11446.2,30.48,0.33
25.12.2024,11473.9,11470,11485.7,11446.2,30.48,0
27.12.2024,11531.6,11453,11531.6,11421.9,78.83,0.5
30.12.2024,11536.8,11478.4,11600.4,11470.8,85.85,0.05
31.12.2024,11595,11530,11613.4,11525.4,47.63,0.5
02.01.2025,11676.9,11610.9,11676.9,11456.2,105.38,0.71
03.01.2025,11651.6,11682.9,11701.8,11635.5,71.18,-0.22
06.01.2025,11808.2,11693,11808.2,11613.7,108.99,1.34
07.01.2025,11811.9,11797.1,11866.6,11724.6,115.31,0.03
08.01.2025,11798.1,11799.9,11871.7,11709.4,123.03,-0.12
09.01.2025,11899.3,11756.2,11904.2,11753.8,97.93,0.86
10.01.2025,11720.9,11862.5,11877.2,11703.8,133.3,-1.5
13.01.2025,11688.2,11662.5,11707.5,11637,109.07,-0.28
14.01.2025,11752.1,11746,11797.2,11721.5,120.3,0.55
15.01.2025,11898.5,11788.8,11923.5,11750.9,124.47,1.25
16.01.2025,11840.6,11971.7,11973.3,11801.2,118.29,-0.49
17.01.2025,11916.3,11883.1,11940.8,11873.5,120.72,0.64
20.01.2025,11943.6,11921.1,11991.5,11905.3,135.78,0.23
21.01.2025,11927.4,11884.7,11934.3,11851.3,98.75,-0.14
22.01.2025,11882.7,11932.9,11963.7,11843.6,119.1,-0.37
23.01.2025,11991.5,11873.8,12001.3,11860.6,121.48,0.92
24.01.2025,11982.6,12040.2,12050.3,11933.3,105.56,-0.07
27.01.2025,11997.1,11887.5,12032.9,11882.3,105.75,0.12
28.01.2025,12154.2,11983.5,12183,11975,102.21,1.31
29.01.2025,12286.5,12200.3,12290.9,12197.3,123.73,1.09
30.01.2025,12419.6,12330.2,12424.4,12326.2,122.51,1.08
31.01.2025,12368.9,12450.5,12465.6,12357.8,107.14,-0.41
03.02.2025,12205.8,12114.2,12264.8,12101.3,147.69,-1.32
04.02.2025,12372.8,12214.2,12388.5,12173.9,121.12,1.37
05.02.2025,12536.7,12422,12536.7,12420.3,189.28,1.32
06.02.2025,12731,12576.5,12743.7,12574.3,182.98,1.55
07.02.2025,12688.9,12740.9,12775.6,12672.6,129.94,-0.33
10.02.2025,12708.8,12681.2,12739.3,12664.6,104.17,0.16
11.02.2025,12774.8,12696.1,12778.3,12680.9,132.44,0.52
12.02.2025,12911.5,12816.7,12919.9,12810.1,152.2,1.07
13.02.2025,12936.3,12964.2,12974.9,12882.4,123.54,0.19
